priority_rank,priority_tier,spatial_unit_id,location_name,location_type,police_station_mode,unit_latitude,unit_longitude,final_priority_score,score_ml,score_recent30,score_priority,daily_impact_signal_roll_sum_7d,daily_impact_signal_roll_sum_30d,recent_persistence_30d,high_obstruction_share_30d,hist_total_events,hist_confidence_score,recommended_action,recommended_time_window,priority_reason
1014,Watchlist,h3_8960145a277ffff,h3_8960145a277ffff,H3/grid hotspot cell,Vijayanagara,12.9671225,77.5429948,0.264546783625731,0.4081804251346262,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.38909424337996995,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1015,Watchlist,h3_89601459593ffff,h3_89601459593ffff,H3/grid hotspot cell,Rajajinagar,13.01403,77.5480467,0.26299342105263157,0.2603861557905137,4.4,0.9776014301797966,0.0,4.4,0.06666666666666667,0.0,9.0,0.2286570132129825,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1016,Watchlist,h3_896016911d3ffff,h3_896016911d3ffff,H3/grid hotspot cell,Devanahalli Airport,13.2441999,77.71451855000001,0.26228070175438595,0.32877930339268513,1.1550000000000002,0.2602628751637024,0.0,1.1550000000000002,0.03333333333333333,0.0,14.0,0.2665245301314634,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1017,Watchlist,h3_89618920e63ffff,h3_89618920e63ffff,H3/grid hotspot cell,Whitefield,12.9569622,77.7375653,0.2611659356725146,0.24823126960979228,5.32,1.140427561454295,0.0,5.32,0.06666666666666667,0.0,5.0,0.18543456025878685,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1018,Watchlist,h3_8960169760bffff,h3_8960169760bffff,H3/grid hotspot cell,Chikkajala,13.1612845,77.6265527,0.26107456140350876,0.33320545634061516,1.0,0.23495388625826047,0.0,1.0,0.03333333333333333,0.0,23.0,0.3205839040276936,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1019,Watchlist,h3_8960145b62fffff,h3_8960145b62fffff,H3/grid hotspot cell,Sadashivanagar,13.0035933,77.5839267,0.2610014619883041,0.28978324761108704,2.5199999999999996,0.5446124565651895,0.0,2.5199999999999996,0.03333333333333333,0.0,7.0,0.21470381747561007,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1020,Watchlist,h3_896189264dbffff,h3_896189264dbffff,H3/grid hotspot cell,Electronic City,12.8210663,77.6872567,0.26096491228070173,0.4029142345070249,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.3106576319076959,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1021,Watchlist,h3_8961892e40bffff,h3_8961892e40bffff,H3/grid hotspot cell,Mahadevapura,12.9810885,77.70905045,0.2596491228070175,0.3260088488524608,1.1,0.2614878639055742,0.0,1.1,0.03333333333333333,0.0,30.0,0.33611001356904,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1022,Watchlist,h3_8961892f5a7ffff,h3_8961892f5a7ffff,H3/grid hotspot cell,K.R. Pura,13.0152499,77.7094379,0.2594298245614035,0.17489696086606948,12.649999999999999,4.071291911957208,0.0,12.649999999999999,0.03333333333333333,1.0,7.0,0.20596255873435132,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1023,Watchlist,h3_89618925c83ffff,h3_89618925c83ffff,H3/grid hotspot cell,Madiwala,12.9177413,77.6237611,0.25917397660818714,0.2787919234094785,2.785,0.611750148810248,0.0,2.785,0.06666666666666667,0.0,7.0,0.21470381747561007,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1024,Watchlist,"junction_BTP198 - 9th Cross, 8th Main, JP Nagar","BTP198 - 9th Cross, 8th Main, JP Nagar",Named junction,J.P. Nagar,12.9103405,77.595267,0.2589181286549707,0.39634486982288275,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.21120731397910658,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1025,Watchlist,h3_896189219bbffff,h3_896189219bbffff,H3/grid hotspot cell,Whitefield,12.9800968,77.7273333,0.25884502923976604,0.2042870410063186,9.377500000000001,2.0840378079278334,0.0,9.377500000000001,0.1,0.0,7.0,0.2094590622308548,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1026,Watchlist,h3_8961892c9afffff,h3_8961892c9afffff,H3/grid hotspot cell,Kodigehalli,13.0331251,77.5755484,0.258406432748538,0.3952127183697367,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.27940303988440635,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1027,Watchlist,h3_89601690e83ffff,h3_89601690e83ffff,H3/grid hotspot cell,Devanahalli Airport,13.20121835,77.66218455,0.2579495614035088,0.2523800835205277,2.2,2.009993854712303,2.2,2.2,0.03333333333333333,1.0,6.0,0.19820796108035926,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1028,Watchlist,h3_8960145900bffff,h3_8960145900bffff,H3/grid hotspot cell,Jalahalli,13.0490744,77.5473191,0.25789473684210523,0.39227064767942565,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.24995256431868643,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1029,Watchlist,h3_89601696627ffff,h3_89601696627ffff,H3/grid hotspot cell,Yelahanka,13.1035504,77.5842919,0.25763888888888886,0.2518045531137069,3.465,1.453130311628053,1.05,3.465,0.06666666666666667,0.5,5.0,0.18718281200703862,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1030,Watchlist,h3_8961892412fffff,h3_8961892412fffff,H3/grid hotspot cell,Hulimavu,12.8840267,77.5984767,0.2573830409356725,0.3922389089256739,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.34857284801054794,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1031,Watchlist,h3_89618924103ffff,h3_89618924103ffff,H3/grid hotspot cell,Hulimavu,12.8814445,77.6099758,0.25707236842105263,0.31302419847535606,1.5750000000000002,0.35093272347782056,0.0,1.5750000000000002,0.06666666666666667,0.0,9.0,0.23215351670948603,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1032,Watchlist,h3_896189242cbffff,h3_896189242cbffff,H3/grid hotspot cell,HSR Layout,12.913506,77.6446061,0.2569809941520468,0.2873394080657843,2.4,0.528369062124461,0.0,2.4,0.03333333333333333,0.0,9.0,0.23739827195424126,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1033,Watchlist,h3_89618927383ffff,h3_89618927383ffff,H3/grid hotspot cell,Bellandur,12.8951517,77.676075,0.2552266081871345,0.21424104006489558,7.15,1.6249583665243428,0.0,7.15,0.06666666666666667,0.0,13.0,0.256775508252529,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1034,Watchlist,h3_896189209cfffff,h3_896189209cfffff,H3/grid hotspot cell,HAL Old Airport,12.936444,77.7051991,0.254312865497076,0.38768413033609517,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.29722355448416876,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1035,Watchlist,h3_896016966afffff,h3_896016966afffff,H3/grid hotspot cell,Yelahanka,13.0997352,77.58874505,0.25380116959064325,0.3864864455668738,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.4594216624216102,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1036,Watchlist,h3_896189255afffff,h3_896189255afffff,H3/grid hotspot cell,HSR Layout,12.9118993,77.6495709,0.25111476608187133,0.28204899908525805,2.1,0.47533338490141974,0.0,2.1,0.06666666666666667,0.0,11.0,0.25170081606693817,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1037,Watchlist,h3_896014591d3ffff,h3_896014591d3ffff,H3/grid hotspot cell,Jalahalli,13.0373023,77.5353536,0.250219298245614,0.37989131061399595,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.3434759667064671,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1038,Watchlist,h3_89618925c47ffff,h3_89618925c47ffff,H3/grid hotspot cell,Adugodi,12.93371195,77.62003995,0.2491959064327485,0.37941746868185366,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.2553510763958334,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1039,Watchlist,h3_89618924407ffff,h3_89618924407ffff,H3/grid hotspot cell,Electronic City,12.8738073,77.6445993,0.2489766081871345,0.23674257228831722,5.197500000000001,1.1200298983964732,0.0,5.197500000000001,0.03333333333333333,0.0,7.0,0.21120731397910658,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1040,Watchlist,h3_896189259d3ffff,h3_896189259d3ffff,H3/grid hotspot cell,Jayanagara,12.931559,77.5925553,0.24868421052631579,0.37880497553990455,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.36572267296141636,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1041,Watchlist,h3_8960145b06fffff,h3_8960145b06fffff,H3/grid hotspot cell,Malleshwaram,13.0025017,77.5682433,0.2477704678362573,0.2984410287950408,1.3860000000000001,0.3029776045307224,0.0,1.3860000000000001,0.03333333333333333,0.0,9.0,0.2286570132129825,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1042,Watchlist,h3_89618924873ffff,h3_89618924873ffff,H3/grid hotspot cell,K.S. Layout,12.8947812,77.5690596,0.24766081871345025,0.37785710742022355,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.23565002020598952,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1043,Watchlist,h3_8960145b503ffff,h3_8960145b503ffff,H3/grid hotspot cell,Chamarajpet,12.97021835,77.5684179,0.2470394736842105,0.31091830727124237,1.1,0.23772765961178915,0.0,1.1,0.03333333333333333,0.0,7.0,0.21470381747561007,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1044,Watchlist,h3_896016962bbffff,h3_896016962bbffff,H3/grid hotspot cell,Yelahanka,13.1146758,77.5789891,0.2459795321637427,0.17607003623907214,11.180000000000001,2.6955645873976395,0.0,11.180000000000001,0.1,0.16666666666666666,7.0,0.21120731397910658,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1045,Watchlist,h3_8961892ea73ffff,h3_8961892ea73ffff,H3/grid hotspot cell,Banaswadi,13.020956,77.63706605,0.24353070175438596,0.236448016713865,4.725,1.0072810112819606,0.0,4.725,0.03333333333333333,0.0,6.0,0.19820796108035926,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1046,Watchlist,h3_8960145a8c3ffff,h3_8960145a8c3ffff,H3/grid hotspot cell,Jnanabharathi,12.940680350000001,77.4933517,0.24305555555555555,0.3680764677512331,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.27526578887272213,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1047,Watchlist,h3_8960144b5a3ffff,h3_8960144b5a3ffff,H3/grid hotspot cell,No Police Station,13.0679093,77.4491583,0.24254385964912278,0.3649244705833413,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.25884757989233687,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1048,Watchlist,h3_8961892cd2fffff,h3_8961892cd2fffff,H3/grid hotspot cell,R.T. Nagar,13.0262337,77.5890654,0.24203216374269002,0.3640960633243707,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.35388782857295115,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1049,Watchlist,h3_8960145b393ffff,h3_8960145b393ffff,H3/grid hotspot cell,Malleshwaram,13.0001776,77.5641429,0.2416301169590643,0.25665143506160315,2.64,0.5689040753759863,0.0,2.64,0.03333333333333333,0.0,7.0,0.21120731397910658,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1050,Watchlist,h3_8960145a347ffff,h3_8960145a347ffff,H3/grid hotspot cell,Byatarayanapura,12.9611563,77.5280204,0.2415204678362573,0.360715157259436,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.309585436477564,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1051,Watchlist,h3_896189266c7ffff,h3_896189266c7ffff,H3/grid hotspot cell,Electronic City,12.8424325,77.6865398,0.24057017543859646,0.23392837748951967,2.6599999999999997,1.6052690256355173,2.6599999999999997,2.6599999999999997,0.03333333333333333,0.0,5.0,0.18718281200703862,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1052,Watchlist,h3_8961892460fffff,h3_8961892460fffff,H3/grid hotspot cell,HSR Layout,12.8988815,77.6511439,0.24016812865497073,0.2746120099542001,1.1,0.6782443205025479,1.1,1.1,0.03333333333333333,0.0,7.0,0.21295556572735833,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1053,Watchlist,h3_8961892e007ffff,h3_8961892e007ffff,H3/grid hotspot cell,Mahadevapura,12.99087411,77.68767737,0.2397112573099415,0.24591820443396342,2.0,1.3260796925866887,2.0,2.0,0.03333333333333333,0.0,22.0,0.3043406812328088,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1054,Watchlist,h3_896014595cfffff,h3_896014595cfffff,H3/grid hotspot cell,Yeshwanthpura,13.02490075,77.5467356,0.23947368421052628,0.3570676884559207,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.31569364772330333,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1055,Watchlist,h3_89601459ed7ffff,h3_89601459ed7ffff,H3/grid hotspot cell,Chikkabanavara,13.0505251,77.5154388,0.23925438596491228,0.11808520545215004,23.781,5.43907283989414,0.0,23.781,0.1,0.0,11.0,0.24470780907393117,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1056,Watchlist,h3_89601459857ffff,h3_89601459857ffff,H3/grid hotspot cell,No Police Station,13.0513387,77.490042,0.23896198830409354,0.35663584500272566,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.21470381747561007,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1057,Watchlist,h3_8960145b2b7ffff,h3_8960145b2b7ffff,H3/grid hotspot cell,Sadashivanagar,13.0039121,77.5721822,0.2382309941520468,0.2445496542043156,3.4125000000000005,0.7332502962956643,0.0,3.4125000000000005,0.03333333333333333,0.0,7.0,0.20771081048260306,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1058,Watchlist,h3_8961892c1afffff,h3_8961892c1afffff,H3/grid hotspot cell,Hennuru,13.0314506,77.63572,0.23817616959064325,0.25048503146604467,3.05,0.6627900832334973,0.0,3.05,0.06666666666666667,0.0,6.0,0.20170446457686278,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1059,Watchlist,h3_8960169046bffff,h3_8960169046bffff,H3/grid hotspot cell,Devanahalli Airport,13.1976135,77.7086282,0.23715277777777777,0.2306703269013131,4.4,0.92936627799951,0.0,4.4,0.03333333333333333,0.0,5.0,0.18718281200703862,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1060,Watchlist,h3_8960145813bffff,h3_8960145813bffff,H3/grid hotspot cell,Kamakshipalya,12.9861214,77.4879907,0.23649488304093566,0.26001342102173663,2.1,0.47736377021737075,0.0,2.1,0.03333333333333333,0.0,15.0,0.2776547881361546,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1061,Watchlist,h3_8961892428bffff,h3_8961892428bffff,H3/grid hotspot cell,HSR Layout,12.9057014,77.6390824,0.2363304093567251,0.26605132161526923,1.98,0.4394620097316143,0.0,1.98,0.03333333333333333,0.0,10.0,0.24749701151547626,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1062,Watchlist,h3_8960145b32bffff,h3_8960145b32bffff,H3/grid hotspot cell,Rajajinagar,13.011742,77.55099135,0.2347953216374269,0.2791034599592953,1.1550000000000002,0.24925478778468635,0.0,1.1550000000000002,0.03333333333333333,0.0,7.0,0.21295556572735833,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1063,Watchlist,h3_89618921a8bffff,h3_89618921a8bffff,H3/grid hotspot cell,Mahadevapura,13.0108556,77.7598649,0.23439327485380115,0.24162341293218723,3.386,0.7279844718891373,0.0,3.386,0.06666666666666667,0.0,5.0,0.18893106375529037,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1064,Watchlist,h3_8960145968bffff,h3_8960145968bffff,H3/grid hotspot cell,Kodigehalli,13.0473834,77.57164259999999,0.23384502923976605,0.34910660021703216,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.27002103362796687,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1065,Watchlist,h3_89601459b23ffff,h3_89601459b23ffff,H3/grid hotspot cell,No Police Station,13.0607456,77.4612472,0.23179824561403506,0.3482229221880937,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.32647253582025887,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1066,Watchlist,h3_89618921dc7ffff,h3_89618921dc7ffff,H3/grid hotspot cell,Whitefield,12.9696692,77.7499403,0.2316703216374269,0.2740042096557274,1.32,0.285273191534147,0.0,1.32,0.03333333333333333,0.0,7.0,0.21470381747561007,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1067,Watchlist,h3_89618921c47ffff,h3_89618921c47ffff,H3/grid hotspot cell,Mahadevapura,12.983505,77.7681017,0.2312865497076023,0.34702796079758935,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.28289954338090983,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
